geoid (zcta),days_above_90_today,days_above_90_30yrs,change_days_above_90,days_above_100_today,days_above_100_30yrs,change_days_above_100,heatbin_125_today,heatbin_125_30yrs
2894,16,29,13,2,6,4,0.011,0.028
2895,20,33,13,3,7,4,0.033,0.056
2896,19,32,13,2,7,5,0.033,0.056
2898,18,32,14,3,7,4,0.011,0.028
2903,23,37,14,4,10,6,0.033,0.056
2904,22,35,13,4,9,5,0.033,0.056
2905,23,36,13,4,10,6,0.033,0.056
2906,23,37,14,4,10,6,0.033,0.056
2907,23,37,14,4,10,6,0.033,0.056
2908,23,37,14,4,10,6,0.033,0.056
2909,23,36,13,4,10,6,0.033,0.056
2910,22,36,14,4,10,6,0.033,0.056
2911,21,35,14,4,9,5,0.033,0.056
2912,23,37,14,4,10,6,0.033,0.056
2914,23,37,14,4,10,6,0.033,0.056
2915,22,35,13,4,10,6,0.033,0.056
2916,23,37,14,4,10,6,0.033,0.056
2917,19,32,13,3,7,4,0.033,0.056
2919,21,34,13,3,9,6,0.033,0.056
2920,22,35,13,4,9,5,0.033,0.056
2921,20,34,14,3,9,6,0.033,0.056
3031,20,33,13,2,7,5,0.011,0.006
3032,18,31,13,2,5,3,0.022,0.011
3033,20,33,13,2,6,4,0.011,0.006
3034,18,30,12,2,5,3,0.022,0.011
3036,20,32,12,2,7,5,0.022,0.011
3037,17,30,13,2,5,3,0.022,0.011
3038,20,33,13,2,7,5,0.022,0.011
3042,23,36,13,3,9,6,0.022,0.011
3043,12,22,10,1,3,2,0.011,0.006
3044,23,36,13,3,9,6,0.022,0.011
3045,17,29,12,1,5,4,0.011,0.006
3046,15,27,12,1,4,3,0.006,0.006
3047,11,21,10,1,2,1,0.011,0.006
3048,16,28,12,1,4,3,0.011,0.006
3049,22,35,13,3,7,4,0.011,0.006
3051,22,35,13,3,8,5,0.011,0.006
3052,21,34,13,2,7,5,0.011,0.006
3053,20,33,13,2,6,4,0.022,0.011
3054,21,34,13,2,7,5,0.011,0.006
3055,19,32,13,2,6,4,0.011,0.006
3057,17,29,12,2,5,3,0.011,0.006
3060,23,36,13,3,8,5,0.011,0.006
3062,24,37,13,3,8,5,0.011,0.006
3063,22,36,14,3,8,5,0.011,0.006
3064,22,36,14,3,8,5,0.011,0.006
3070,15,26,11,1,4,3,0.011,0.006
3071,10,20,10,1,2,1,0.011,0.006
3076,23,37,14,3,8,5,0.011,0.006
3077,22,35,13,3,8,5,0.022,0.011
3079,23,36,13,3,9,6,0.022,0.011
3082,14,26,12,1,4,3,0.011,0.006
3084,11,22,11,1,3,2,0.011,0.006
3086,15,27,12,1,4,3,0.011,0.006
3087,22,35,13,3,8,5,0.022,0.011
3101,19,32,13,2,6,4,0.011,0.006
3102,20,33,13,2,6,4,0.011,0.006
3103,20,33,13,2,6,4,0.011,0.006
3104,19,31,12,2,6,4,0.011,0.006
3106,18,31,13,2,5,3,0.006,0.006
3109,19,32,13,2,6,4,0.011,0.006
3110,20,33,13,2,6,4,0.011,0.006
3215,1,2,1,0,0,0,0.006,0.006
3216,12,22,10,1,3,2,0.006,0.006
3217,10,20,10,1,2,1,0.006,0.006
3218,14,25,11,1,4,3,0.006,0.000
3220,12,22,10,1,3,2,0.006,0.000
3221,12,22,10,1,3,2,0.006,0.006
3222,12,22,10,1,3,2,0.006,0.006
3223,7,15,8,0,1,1,0.006,0.006
3224,15,26,11,1,4,3,0.006,0.006
3225,13,24,11,1,3,2,0.006,0.000
3226,12,23,11,1,3,2,0.006,0.000
3227,8,16,8,0,2,2,0.017,0.006
3229,16,28,12,1,5,4,0.006,0.006
3230,10,20,10,1,2,1,0.006,0.006
3231,13,23,10,1,3,2,0.006,0.006
3233,12,22,10,1,3,2,0.006,0.006
3234,15,27,12,1,4,3,0.006,0.006
3235,16,27,11,1,4,3,0.006,0.006
3237,11,21,10,1,2,1,0.006,0.000
3238,4,11,7,0,1,1,0.006,0.006
3240,8,17,9,0,2,2,0.006,0.006
3241,10,19,9,1,2,1,0.006,0.006
3242,13,24,11,1,3,2,0.006,0.006
3243,13,24,11,1,3,2,0.006,0.006
3244,12,22,10,1,3,2,0.011,0.006
3245,11,21,10,1,3,2,0.006,0.006
3246,12,22,10,1,3,2,0.006,0.000
3249,9,18,9,1,2,1,0.006,0.000
3251,2,5,3,0,0,0,0.006,0.006
3253,12,23,11,1,3,2,0.006,0.000
3254,13,24,11,1,3,2,0.017,0.006
3255,11,21,10,1,3,2,0.006,0.006
3256,11,21,10,1,3,2,0.006,0.000
3257,11,21,10,1,3,2,0.006,0.006
3258,16,28,12,1,5,4,0.006,0.006
3259,10,20,10,1,3,2,0.017,0.006
3260,12,22,10,1,3,2,0.006,0.006
3261,16,28,12,1,5,4,0.022,0.011
3262,7,15,8,0,2,2,0.006,0.006
3263,13,25,12,1,4,3,0.006,0.006
3264,10,20,10,1,2,1,0.006,0.006
3266,6,14,8,0,1,1,0.006,0.006
3268,14,25,11,1,4,3,0.006,0.006
3269,13,24,11,1,3,2,0.006,0.000
3273,13,24,11,1,3,2,0.006,0.006
3275,18,30,12,2,5,3,0.006,0.006
3276,13,24,11,1,3,2,0.006,0.006
3278,14,26,12,1,4,3,0.006,0.006
3279,4,10,6,0,1,1,0.006,0.006
3280,8,17,9,0,2,2,0.006,0.006
3281,15,26,11,1,4,3,0.011,0.006
3282,8,16,8,0,2,2,0.006,0.006
3284,8,17,9,0,2,2,0.006,0.006
3285,7,15,8,0,2,2,0.006,0.006
3287,10,20,10,1,2,1,0.006,0.006
3290,21,34,13,3,8,5,0.022,0.011
3291,20,33,13,2,7,5,0.022,0.011
3293,8,16,8,0,2,2,,
3301,19,32,13,2,6,4,0.006,0.006
3303,17,29,12,2,5,3,0.006,0.006
3304,16,28,12,1,5,4,0.006,0.006
3307,15,27,12,1,4,3,0.006,0.006
3431,15,26,11,1,4,3,0.006,0.000
3440,12,22,10,1,3,2,0.011,0.006
3441,15,28,13,1,4,3,0.006,0.000
3442,10,20,10,1,2,1,0.011,0.006
3443,11,21,10,1,2,1,0.006,0.000
3444,9,18,9,1,2,1,0.006,0.000
3445,9,18,9,0,2,2,0.006,0.000
3446,14,25,11,1,3,2,0.006,0.000
3447,11,21,10,1,2,1,0.006,0.000
3448,9,18,9,0,2,2,0.006,0.000
3449,12,22,10,1,3,2,0.011,0.006
3450,8,18,10,0,2,2,0.006,0.000
3451,19,32,13,2,6,4,0.006,0.000
3452,9,19,10,1,2,1,0.006,0.000
3455,10,20,10,1,2,1,0.006,0.000
3456,8,17,9,0,2,2,0.006,0.000
3457,7,16,9,0,2,2,0.006,0.000
3458,10,20,10,1,2,1,0.011,0.006
3461,9,19,10,0,2,2,0.006,0.000
3462,11,22,11,1,2,1,0.006,0.000
3464,8,17,9,0,2,2,0.006,0.000
3465,9,19,10,1,2,1,0.006,0.000
3466,13,24,11,1,3,2,0.006,0.000
3467,13,24,11,1,3,2,0.006,0.000
3470,14,26,12,1,4,3,0.006,0.000
3561,7,16,9,0,2,2,0.006,0.006
3570,4,9,5,0,1,1,0.000,0.000
3574,5,12,7,0,1,1,0.006,0.006
3575,1,2,1,0,0,0,0.000,0.000
3576,2,6,4,0,0,0,0.000,0.000
3579,2,6,3,0,0,0,0.000,0.000
3580,3,8,5,0,1,1,0.006,0.006
3581,4,9,5,0,1,1,0.000,0.000
3582,4,10,6,0,1,1,0.000,0.000
3583,4,10,6,0,1,1,0.000,0.000
3584,7,16,9,0,2,2,0.000,0.000
3585,7,15,8,0,1,1,0.006,0.006
3586,6,13,7,0,1,1,0.006,0.006
3588,6,13,7,0,1,1,0.000,0.000
3590,5,11,6,0,1,1,0.000,0.000
3592,2,5,3,0,0,0,0.000,0.000
3593,1,4,3,0,0,0,0.000,0.000
3595,2,5,3,0,0,0,0.000,0.000
3597,2,7,5,0,0,0,0.000,0.000
3598,7,16,9,0,2,2,0.000,0.000
3601,9,18,9,0,2,2,0.006,0.006
3602,9,19,10,1,2,1,0.006,0.000
3603,12,23,11,1,3,2,0.006,0.006
3604,8,17,9,0,2,2,0.006,0.000
3605,8,17,9,0,2,2,0.006,0.006
3607,8,17,9,0,2,2,0.006,0.006
3608,11,21,10,1,2,1,0.006,0.000
3609,18,30,12,2,5,3,0.006,0.000
3740,8,17,9,1,2,1,0.006,0.006
3741,8,17,9,1,2,1,0.006,0.006
3743,13,25,12,1,3,2,0.006,0.006
3745,11,21,10,1,3,2,0.006,0.006
3746,8,16,8,0,2,2,0.006,0.006
3748,9,19,10,1,2,1,0.006,0.006
3750,9,18,9,1,2,1,0.006,0.006
3751,11,21,10,1,3,2,0.006,0.006
3752,8,17,9,0,2,2,0.006,0.006
3753,10,19,9,1,2,1,0.006,0.006
3754,11,22,11,1,3,2,0.006,0.006
3755,14,25,11,1,4,3,0.006,0.006
3765,10,19,9,1,2,1,0.006,0.006
3766,11,21,10,1,3,2,0.006,0.006
3768,9,18,9,1,2,1,0.006,0.006
3770,10,19,9,1,2,1,0.006,0.006
3771,5,12,7,0,1,1,0.006,0.006
3773,11,22,11,1,3,2,0.006,0.006
3774,7,15,8,1,2,1,0.006,0.006
3777,7,15,8,0,2,2,0.006,0.006
3779,6,14,8,0,1,1,0.006,0.006
3780,6,13,7,0,1,1,0.006,0.006
3781,11,22,11,1,3,2,0.006,0.006
3782,11,21,10,1,3,2,0.006,0.006
3784,14,25,11,1,4,3,0.006,0.006
3785,8,15,7,1,2,1,0.006,0.006
3801,16,28,12,2,5,3,0.022,0.011
3809,12,22,10,1,3,2,0.006,0.000
3810,11,21,10,1,3,2,0.006,0.000
3811,23,36,13,3,9,6,0.022,0.011
3812,7,14,7,0,1,1,0.017,0.006
3813,15,26,11,2,5,3,0.017,0.006
3814,12,23,11,1,3,2,0.017,0.006
3816,11,21,10,1,3,2,0.017,0.006
3817,15,26,11,1,4,3,0.017,0.006
3818,14,25,11,1,4,3,0.017,0.006
3819,22,36,14,3,9,6,0.022,0.011
3820,21,34,13,4,9,5,0.022,0.039
3823,22,36,14,4,9,5,0.022,0.039
3824,21,34,13,3,8,5,0.022,0.039
3825,21,34,13,3,8,5,0.022,0.039
3826,22,36,14,3,9,6,0.022,0.011
3827,21,34,13,3,8,5,0.022,0.011
3830,12,23,11,1,3,2,0.017,0.006
3832,10,19,9,1,3,2,0.017,0.006
3833,21,35,14,3,8,5,0.022,0.011
3835,16,28,12,2,5,3,0.022,0.039
3836,13,24,11,1,4,3,0.017,0.006
3837,12,23,11,1,3,2,0.006,0.000
3838,9,19,10,1,2,1,0.017,0.006
3839,22,35,13,4,9,5,0.022,0.039
3840,18,30,12,2,6,4,0.022,0.011
3841,21,34,13,3,8,5,0.022,0.011
3842,13,25,12,1,4,3,0.022,0.011
3844,16,28,12,2,5,3,0.022,0.011
3845,11,21,10,1,3,2,0.017,0.006
3846,6,13,7,0,1,1,0.017,0.006
3847,11,21,10,1,3,2,0.017,0.006
3848,23,37,14,4,9,5,0.022,0.011
3849,12,22,10,1,3,2,0.017,0.006
3850,13,23,10,1,3,2,0.017,0.006
3851,15,26,11,1,4,3,0.022,0.039
3852,14,26,12,1,4,3,0.022,0.039
3853,13,24,11,1,3,2,0.017,0.006
3854,11,22,11,1,3,2,0.022,0.011
3855,11,21,10,1,3,2,0.022,0.039
3856,22,35,13,4,9,5,0.022,0.011
3857,21,35,14,4,9,5,0.022,0.011
3858,22,36,14,3,9,6,0.022,0.011
3860,15,26,11,2,5,3,0.017,0.006
3861,23,37,14,4,10,6,0.022,0.039
3862,15,27,12,2,5,3,0.022,0.011
3864,12,22,10,1,3,2,0.017,0.006
3865,23,36,13,4,9,5,0.022,0.011
3867,22,35,13,3,9,6,0.022,0.039
3868,21,35,14,3,8,5,0.022,0.039
3869,22,35,13,4,10,6,0.022,0.039
3870,13,25,12,1,4,3,0.022,0.011
3871,14,26,12,1,4,3,0.022,0.011
3872,13,23,10,1,3,2,0.017,0.006
3873,21,35,14,3,8,5,0.022,0.011
3874,11,22,11,1,4,3,0.022,0.011
3875,15,26,11,1,4,3,0.017,0.006
3878,22,35,13,4,9,5,0.022,0.039
3882,13,24,11,1,4,3,0.017,0.006
3883,5,11,6,0,1,1,0.017,0.006
3884,16,28,12,2,5,3,0.022,0.039
3885,19,32,13,3,7,4,0.022,0.011
3886,12,22,10,1,3,2,0.017,0.006
3887,13,24,11,1,3,2,0.022,0.039
3890,14,25,11,1,4,3,0.017,0.006
3894,13,23,10,1,3,2,0.017,0.006
3901,21,34,13,4,9,5,0.017,0.039
3902,5,13,8,0,1,1,0.017,0.039
3903,17,29,12,2,6,4,0.017,0.039
3904,12,24,12,1,4,3,0.017,0.039
3905,10,20,10,1,3,2,0.017,0.039
3906,18,31,13,3,7,4,0.017,0.039
3907,3,9,6,0,1,1,0.017,0.039
3908,19,31,12,3,8,5,0.017,0.039
3909,7,16,9,1,2,1,0.017,0.039
3910,4,11,7,0,1,1,0.017,0.039
3911,8,17,9,1,2,1,0.017,0.039
4001,14,26,12,1,4,3,0.017,0.039
4002,17,29,12,2,6,4,0.017,0.039
4003,1,5,4,0,0,0,0.006,0.000
4005,7,16,9,0,2,2,0.017,0.039
4006,2,7,5,0,0,0,0.017,0.039
4008,7,16,9,0,2,2,0.000,0.000
4009,11,21,10,1,3,2,0.006,0.000
4010,15,26,11,2,4,2,0.017,0.006
4011,4,11,7,0,1,1,0.006,0.000
4015,12,23,11,1,4,3,0.006,0.000
4019,1,5,4,0,0,0,0.006,0.000
4020,13,24,11,1,4,3,0.017,0.039
4021,6,15,9,0,1,1,0.006,0.000
4022,11,22,11,1,3,2,0.017,0.006
4024,13,24,11,1,4,3,0.006,0.000
4027,20,33,13,3,7,4,0.017,0.039
4029,12,23,11,1,3,2,0.006,0.000
4030,17,29,12,2,6,4,0.017,0.039
4032,3,8,5,0,0,0,0.006,0.000
4037,15,26,11,2,4,2,0.017,0.006
4038,13,24,11,1,4,3,0.006,0.000
4039,11,21,10,1,3,2,0.006,0.000
4040,11,20,9,1,3,2,0.006,0.000
4041,11,21,10,1,3,2,0.017,0.006
4042,16,27,11,2,5,3,0.017,0.039
4043,5,11,6,0,1,1,0.017,0.039
4046,4,10,6,0,1,1,0.017,0.039
4048,15,26,11,1,4,3,0.017,0.039
4049,14,25,11,1,4,3,0.017,0.039
4050,2,6,4,0,0,0,0.006,0.000
4051,12,22,10,1,3,2,0.017,0.006
4055,13,24,11,1,4,3,0.006,0.000
4057,12,23,11,1,4,3,0.006,0.000
4062,11,22,11,1,3,2,0.006,0.000
4063,4,11,7,0,1,1,0.017,0.039
4064,5,13,8,0,1,1,0.017,0.039
4066,1,5,4,0,0,0,0.006,0.000
4068,13,24,11,1,4,3,0.017,0.006
4069,7,16,9,0,1,1,0.006,0.000
4071,12,23,11,1,4,3,0.006,0.000
4072,8,18,10,0,2,2,0.017,0.039
4073,19,32,13,3,7,4,0.017,0.039
4074,6,14,8,0,1,1,0.006,0.000
4076,15,27,12,2,5,3,0.017,0.039
4079,1,5,4,0,0,0,0.006,0.000
4083,21,35,14,3,8,5,0.017,0.039
4084,13,24,11,1,4,3,0.006,0.000
4085,13,24,11,1,4,3,0.006,0.000
4086,5,13,8,0,1,1,0.000,0.000
4087,15,26,11,1,4,3,0.017,0.039
4088,9,18,9,1,2,1,0.017,0.006
4090,6,13,7,0,2,2,0.017,0.039
4091,13,23,10,1,3,2,0.006,0.000
4092,7,16,9,0,1,1,0.006,0.000
4093,15,26,11,2,5,3,0.017,0.039
4095,14,25,11,1,4,3,0.017,0.039
4096,3,10,7,0,0,0,0.006,0.000
4097,6,14,8,0,1,1,0.006,0.000
4101,3,8,5,0,0,0,0.006,0.000
4102,5,13,8,0,1,1,0.006,0.000
4103,5,12,7,0,1,1,0.006,0.000
4105,4,11,7,0,1,1,0.006,0.000
4106,2,8,6,0,0,0,0.006,0.000
4107,2,6,4,0,0,0,0.006,0.000
4108,2,7,5,0,0,0,0.006,0.000
4109,2,6,4,0,0,0,0.006,0.000
4110,3,8,5,0,0,0,0.006,0.000
4210,14,25,11,1,4,3,0.000,0.000
4216,4,9,5,0,1,1,0.017,0.006
4217,7,15,8,0,2,2,0.017,0.006
4219,6,13,7,0,1,1,0.017,0.006
4220,8,17,9,0,2,2,0.017,0.006
4221,8,16,8,0,2,2,0.017,0.006
4222,8,17,9,0,2,2,0.000,0.000
4224,7,15,8,0,1,1,0.017,0.006
4227,7,14,7,0,1,1,0.000,0.000
4228,9,19,10,1,2,1,0.000,0.000
4231,9,18,9,1,2,1,0.017,0.006
4234,8,16,8,0,2,2,0.000,0.000
4236,12,22,10,1,3,2,0.000,0.000
4237,7,15,8,0,1,1,0.017,0.006
4238,9,19,10,1,2,1,0.017,0.006
4240,14,25,11,1,4,3,0.000,0.000
4250,11,21,10,1,3,2,0.000,0.000
4252,8,18,10,0,2,2,0.000,0.000
4254,9,19,10,1,2,1,0.000,0.000
4255,6,14,8,0,1,1,0.017,0.006
4256,11,22,11,1,3,2,0.000,0.000
4257,9,18,9,1,2,1,0.017,0.006
4258,11,21,10,1,3,2,0.000,0.000
4259,11,22,11,1,3,2,0.000,0.000
4260,12,23,11,1,4,3,0.006,0.000
4261,6,13,7,0,1,1,0.017,0.006
4265,11,21,10,1,3,2,0.000,0.000
4267,6,13,7,0,1,1,0.017,0.006
4268,10,20,10,1,2,1,0.017,0.006
4270,11,22,11,1,3,2,0.017,0.006
4271,8,17,9,0,2,2,0.017,0.006
4274,12,22,10,1,3,2,0.000,0.000
4276,8,16,8,0,2,2,0.017,0.006
4280,11,22,11,1,3,2,0.000,0.000
4281,9,18,9,1,2,1,0.017,0.006
4282,10,20,10,1,2,1,0.000,0.000
4284,10,19,9,1,3,2,0.000,0.000
4285,4,10,6,0,1,1,0.000,0.000
4286,8,17,9,1,2,1,0.017,0.006
4287,9,18,9,1,2,1,0.000,0.000
4289,7,15,8,0,2,2,0.017,0.006
4290,6,14,8,0,1,1,0.017,0.006
4292,7,15,8,0,1,1,0.017,0.006
4294,7,14,7,0,1,1,0.000,0.000
4330,11,21,10,1,3,2,0.000,0.000
4342,8,16,8,0,2,2,0.000,0.000
4343,11,21,10,1,3,2,0.000,0.000
4344,11,21,10,1,3,2,0.000,0.000
4345,11,21,10,1,3,2,0.000,0.000
4346,11,21,10,1,3,2,0.000,0.000
4347,11,21,10,1,3,2,0.000,0.000
4348,8,17,9,1,2,1,0.000,0.000
4349,9,18,9,1,2,1,0.000,0.000
4350,11,21,10,1,3,2,0.000,0.000
4351,10,20,10,1,3,2,0.000,0.000
4352,9,18,9,1,2,1,0.000,0.000
4353,10,20,10,1,3,2,0.000,0.000
4354,9,19,10,1,3,2,0.000,0.006
4355,10,19,9,1,3,2,0.000,0.000
4357,9,18,9,1,3,2,0.000,0.000
4358,10,20,10,1,3,2,0.000,0.000
4359,10,20,10,1,3,2,0.000,0.000
4363,10,20,10,1,3,2,0.000,0.000
4364,11,21,10,1,3,2,0.000,0.000
4401,9,18,9,1,2,1,0.006,0.000
4406,3,8,5,0,0,0,0.000,0.000
4408,6,13,7,0,1,1,0.006,0.000
4411,9,18,9,1,2,1,0.006,0.000
4412,9,18,9,1,2,1,0.006,0.000
4413,5,11,6,0,1,1,0.000,0.006
4414,5,11,6,0,1,1,0.000,0.000
4416,7,14,7,0,2,2,0.006,0.000
4417,6,12,6,0,1,1,0.006,0.000
4418,6,13,7,0,1,1,0.006,0.000
4421,7,15,8,1,2,1,0.006,0.000
4424,5,11,6,0,1,1,0.000,0.006
4426,5,11,6,0,1,1,0.000,0.000
4428,8,16,8,1,2,1,0.006,0.000
4429,7,14,7,1,2,1,0.006,0.000
4430,5,11,6,0,1,1,0.006,0.000
4431,6,12,6,0,1,1,0.006,0.000
4441,2,5,3,0,0,0,0.000,0.000
4442,2,5,3,0,0,0,0.000,0.000
4443,4,9,5,0,1,1,0.000,0.000
4444,8,16,8,1,2,1,0.006,0.000
4448,7,14,7,0,1,1,0.006,0.000
4451,6,12,6,0,1,1,0.006,0.000
4454,7,14,7,0,1,1,0.000,0.006
4455,6,12,6,0,1,1,0.006,0.000
4456,9,17,8,1,2,1,0.006,0.000
4457,6,13,7,0,1,1,0.006,0.000
4459,6,12,6,0,1,1,0.006,0.000
4460,6,12,6,0,1,1,0.006,0.000
4461,9,17,8,1,2,1,0.006,0.000
4462,5,10,5,0,1,1,0.006,0.000
4463,6,13,7,0,1,1,0.000,0.000
4464,3,7,4,0,0,0,0.000,0.000
4468,9,18,9,1,2,1,0.006,0.000
4469,10,19,9,1,3,2,0.006,0.000
4471,5,11,6,0,1,1,0.006,0.000
4472,6,13,7,0,1,1,0.006,0.000
4473,10,19,9,1,3,2,0.006,0.000
4474,8,15,7,1,2,1,0.006,0.000
4476,6,13,7,0,2,2,0.006,0.000
4478,2,5,3,0,0,0,0.000,0.000
4479,5,11,6,0,1,1,0.000,0.000
4485,2,5,3,0,0,0,0.000,0.000
4487,5,11,6,0,1,1,0.006,0.000
4489,10,18,8,1,2,1,0.006,0.000
4490,5,11,6,0,1,1,0.000,0.006
4491,6,13,7,0,1,1,0.000,0.006
4492,6,13,7,0,1,1,0.000,0.006
4493,7,14,7,0,1,1,0.006,0.000
4497,5,11,6,0,1,1,0.006,0.000
4530,4,10,6,0,1,1,0.000,0.000
4535,6,15,9,0,1,1,0.000,0.000
4537,1,4,3,0,0,0,0.000,0.000
4538,0,3,3,0,0,0,0.000,0.000
4539,1,4,3,0,0,0,0.000,0.000
4541,0,2,2,0,0,0,0.000,0.000
4543,3,10,7,0,0,0,0.000,0.000
4544,0,2,2,0,0,0,0.000,0.000
4547,0,1,1,0,0,0,0.000,0.000
4548,1,4,3,0,0,0,0.000,0.000
4551,1,3,2,0,0,0,0.000,0.000
4553,5,12,7,0,1,1,0.000,0.000
4554,0,2,2,0,0,0,0.000,0.000
4555,4,11,7,0,1,1,0.000,0.000
4556,3,9,6,0,0,0,0.000,0.000
4558,0,2,2,0,0,0,0.000,0.000
4562,1,5,4,0,0,0,0.000,0.000
4563,0,2,2,0,0,0,0.000,0.000
4564,0,2,2,0,0,0,0.000,0.000
4568,0,2,2,0,0,0,0.000,0.000
4571,2,6,4,0,0,0,0.000,0.000
4572,3,8,5,0,1,1,0.000,0.000
4573,1,5,4,0,0,0,0.000,0.000
4574,8,18,10,1,2,1,0.000,0.000
4575,0,3,3,0,0,0,0.000,0.000
4578,5,12,7,0,1,1,0.000,0.000
4579,4,12,8,0,1,1,0.000,0.000
4605,5,12,7,0,1,1,0.006,0.000
4606,0,1,1,0,0,0,0.000,0.006
4607,2,6,4,0,0,0,0.006,0.000
4609,3,7,4,0,0,0,0.006,0.000
4611,0,1,1,0,0,0,0.000,0.006
4612,2,6,4,0,0,0,0.006,0.000
4613,1,5,4,0,0,0,0.006,0.000
4614,6,13,7,0,1,1,0.006,0.000
4616,4,10,6,0,1,1,0.006,0.000
4617,7,14,7,1,2,1,0.006,0.000
4619,6,13,7,0,1,1,0.000,0.006
4622,5,10,5,0,1,1,0.000,0.006
4623,2,6,4,0,0,0,0.000,0.006
4624,1,3,2,0,0,0,0.006,0.000
4625,1,4,3,0,0,0,0.006,0.000
4626,0,1,1,0,0,0,0.000,0.006
4627,3,9,6,0,1,1,0.006,0.000
4628,3,7,4,0,1,1,0.000,0.006
4629,6,13,7,0,1,1,0.006,0.000
4630,2,6,4,0,0,0,0.000,0.006
4634,4,9,5,0,1,1,0.006,0.000
4635,2,6,4,0,0,0,0.006,0.000
4637,7,14,7,1,1,0,0.000,0.006
4640,3,8,5,0,1,1,0.006,0.000
4642,7,14,7,0,2,2,0.006,0.000
4643,1,3,2,0,0,0,0.000,0.006
4644,2,6,4,0,0,0,0.006,0.000
4645,1,3,2,0,0,0,0.000,0.000
4646,1,4,3,0,0,0,0.006,0.000
4648,1,2,1,0,0,0,0.000,0.006
4649,0,0,0,0,0,0,0.000,0.006
4650,5,12,7,0,1,1,0.006,0.000
4652,0,1,1,0,0,0,0.000,0.006
4653,2,5,3,0,0,0,0.006,0.000
4654,2,5,3,0,0,0,0.000,0.006
4655,1,2,1,0,0,0,0.000,0.006
4657,8,16,8,1,2,1,0.000,0.006
4658,1,4,3,0,0,0,0.000,0.006
4660,2,7,5,0,0,0,0.006,0.000
4662,1,5,4,0,0,0,0.006,0.000
4664,3,8,5,0,0,0,0.006,0.000
4666,3,8,5,0,1,1,0.000,0.006
4667,1,5,4,0,0,0,0.000,0.006
4668,9,16,7,1,2,1,0.000,0.006
4669,1,4,3,0,0,0,0.006,0.000
4671,3,8,5,0,1,1,0.000,0.006
4673,6,12,6,0,1,1,0.006,0.000
4674,3,8,5,0,0,0,0.006,0.000
4675,1,4,3,0,0,0,0.006,0.000
4676,6,12,6,0,1,1,0.006,0.000
4677,2,6,4,0,0,0,0.006,0.000
4679,2,5,3,0,0,0,0.006,0.000
4680,1,4,3,0,0,0,0.000,0.006
4681,3,8,5,0,1,1,0.006,0.000
4683,3,9,6,0,1,1,0.006,0.000
4684,5,12,7,0,1,1,0.006,0.000
4685,2,5,3,0,0,0,0.006,0.000
4686,8,15,7,1,2,1,0.000,0.006
4691,1,3,2,0,0,0,0.000,0.006
4693,2,5,3,0,0,0,0.006,0.000
4694,10,18,8,1,2,1,0.000,0.006
4730,6,12,6,0,1,1,0.006,0.000
4732,3,6,3,0,0,0,0.006,0.000
4733,5,10,5,0,1,1,0.006,0.000
4734,4,10,6,0,1,1,0.006,0.000
4735,5,10,5,0,1,1,0.006,0.000
4736,3,7,4,0,1,1,0.006,0.000
4739,3,6,3,0,0,0,0.006,0.000
4740,3,8,5,0,1,1,0.006,0.000
4741,2,5,3,0,0,0,,
4742,3,7,4,0,1,1,0.006,0.000
4743,2,5,3,0,0,0,0.006,0.000
4747,5,10,5,0,1,1,0.006,0.000
4750,2,6,4,0,0,0,0.006,0.000
4756,2,4,2,0,0,0,0.006,0.000
4757,4,9,5,0,1,1,0.006,0.000
4758,5,10,5,0,1,1,0.006,0.000
4760,3,7,4,0,1,1,0.006,0.000
4762,3,6,3,0,0,0,0.006,0.000
4764,3,7,4,0,0,0,0.006,0.000
4765,3,8,5,0,1,1,0.006,0.000
4766,3,6,3,0,0,0,0.006,0.000
4768,2,5,3,0,0,0,0.006,0.000
4769,4,10,6,0,1,1,0.006,0.000
4772,2,5,3,0,0,0,0.006,0.000
4773,2,5,3,0,0,0,0.006,0.000
4774,2,5,3,0,0,0,0.006,0.000
4776,5,10,5,0,1,1,0.006,0.000
4777,5,10,5,0,1,1,0.006,0.000
4779,2,6,4,0,0,0,0.006,0.000
4780,3,8,5,0,1,1,0.006,0.000
4783,3,6,3,0,0,0,0.006,0.000
4785,2,6,4,0,1,1,0.006,0.000
4786,4,8,4,0,1,1,0.006,0.000
4787,4,9,5,0,1,1,0.006,0.000
4841,1,5,4,0,0,0,0.000,0.000
4843,3,9,6,0,1,1,0.000,0.000
4847,5,11,6,0,1,1,0.000,0.000
4848,6,13,7,0,1,1,0.000,0.006
4849,5,12,7,0,1,1,0.000,0.006
4851,0,1,1,0,0,0,0.000,0.000
4852,1,3,2,0,0,0,0.000,0.000
4854,1,4,3,0,0,0,0.000,0.000
4855,0,0,0,0,0,0,0.000,0.000
4856,3,8,5,0,1,1,0.000,0.000
4858,1,3,2,0,0,0,0.000,0.000
4859,0,1,1,0,0,0,0.000,0.000
4860,0,1,1,0,0,0,0.000,0.000
4861,1,5,4,0,0,0,0.000,0.000
4862,6,14,8,0,2,2,0.000,0.000
4863,1,3,2,0,0,0,0.000,0.000
4864,3,8,5,0,1,1,0.000,0.000
4901,13,23,10,1,4,3,0.000,0.000
4910,9,19,10,1,2,1,0.000,0.000
4911,7,15,8,0,2,2,0.000,0.000
4912,2,6,4,0,0,0,0.000,0.000
4915,8,17,9,1,2,1,0.000,0.006
